name,category,ingredient
매콤 비빔 교자,중식,청경채 쪽파 교자 (카테고리 내 레시피 참조) 건고추 굴소스 고추기름 백후추 설탕 산초가루 검은콩 소스
조개 수정교자(하가우),중식,새우 죽순 돼지고기 A 지방 물밤 치킨파우더 달걀 감자전분 소금 설탕 참기름 백후추 밀전분 감자전분 끓는 물 기름 소금
사천식 량반두부피,중식 키토,오이 불린 목이버섯 홍파프리카 두부피 마늘 고추기름 마늘 치킨파우더 산초가루 백후추 설탕 고추씨
찹쌀 샤오마이,중식,찹쌀 불린 샤미 생강즙 치킨파우더 참기름 간장 설탕 노두유 백후추 강력분 달걀 노른자 물 소금
토끼 모양 교자,중식,새우 부추 쪽파 샐러리 돼지고기 A 지방 감자전분 달걀 설탕 치킨파우더 백후추 참기름 밀전분 감자전분 끓는 물 기름 소금
지진 교자,중식,갈은 삼겹살 불린 샤미 부추 대파 중력분 식초 소금 물 치킨파우더 설탕 감자전분 굴소스 달걀 참기름 식용유 백후추 밀가루 물 소금
매콤 새우 스틱 춘권,중식,새우 배추 죽순 돼지고기 A 지방 쪽파 고추기름 갈릭 고추 소스 감자전분 백후추 설탕 소금 참기름 춘권피 밀가루풀(물1:밀가루1)
파전병,중식,대파 쪽파 생강 기름 밀가루 대파 쪽파 식용유 소금 물
단호박 코코넛 지짐,간식,찐 단호박 소금 설탕 코코넛롱 팥앙금 찹쌀가루 밀전분 소금 물
카이커우샤우, ,강력분 박력분 버터 설탕 달걀 베이킹파우더 깨
흑식초 무절임,밑반찬,무 쪽파 건고추 생강 샐러리 소금 간장 설탕 흑식초 노두유 물 건고추
나뭇잎 모양 포자,초대요리,갈은 삼겹살 알새우 갈은 돼지고기 A 지방 양파 새송이버섯 총장즙 소금 백후추 참기름 치킨파우더 감자전분 달걀 밀가루 물 이스트 시금치 갈은 것 소금 설탕
토마토탕면,메인요리,토마토 면 청경채 마늘편 대파 양파 물 케첩 간장 청주 고추기름 치킨파우더 노두유 설탕 백후추
홍소우육가위면,메인요리,소고기 생강 건표고버섯 죽순 대파 팔각 양파 청경채 쪽파 물 갈릭 고추 소스 두반장 고추기름 식용유 치킨파우더 노두유 굴소스 산초가루 건고추 백후추 밀가루 (중력분) 소금 물
꽃빵,중식,강력분 설탕 이스트 베이킹파우더 소금 우유 물
타피오카 수정교자,간식,타피오카 감자전분 팥앙금
소고기 진주 완자,메인요리,불린 찹쌀 다진 소고기 표고버섯 당근 생강 대파 달걀 노른자 감자전분 총장즙 치킨파우더 굴소스 참기름 백후추 소금 설탕
닭가슴살 또띠아롤,간단요리 다이어트 메인요리,통밀또띠아 소분한 닭가슴살 장조림 슬라이스 치즈 빨간. 노란 파프리카 청상추 크러쉬드 레드페퍼(생략가능)
불고기 달걀덮밥,간단요리 다이어트 메인요리,현미밥 소분한 소불고기 달걀 쪽파 올리브유 소금 검은깨(또는 통깨)
닭가슴살 김밥,간단요리 다이어트 메인요리,김밥 김 현미밥 소분한 닭가슴살 장조림 빨간. 노란 파프리카 청상추 참기름 소금 검은깨(또는 통깨)
닭가슴살 장조림,다이어트 밑반찬,닭가슴살 삶은 달걀 대파 마늘 월계수잎 통후추 간장 알룰로스올리고당 알룰로스설탕 물
소불고기,메인요리,소고기(앞다리살) 간장 알룰로스올리고당 알룰로스설탕 다진 마늘 참기름 후춧가루
불고기 상추쌈밥,간단요리 다이어트 메인요리,현미밥 소분한 소불고기 청고추 홍고추 청상추 마늘 고추장 검은깨(또는 통깨)
표고버섯 우동,메인요리 간단요리,우동면 표고버섯 칩 쯔유 불린 미역 쪽파 다시마 물 유부 팽이버섯 (생략 가능)
돼지고기 짜글이,한식 메인요리,돼지고기 감자 양파 대파 청양고추 두부 다시마 육수 (물로 대체 가능) 맛술 식용유 고춧가루 고추장 된장 생강가루 다진 마늘 간장 액젓 후춧가루
치즈 돈가스 김치나베,퓨전 메인요리,이지잇 치즈 돈가스 한입 크기로 자른 김치 달걀 양파 쪽파 (대파로 대체 가능) 다진 마늘 진간장 고춧가루 멸치 다시마 육수 설탕 맛술 생강즙 김칫국물
단호박 무스 수비드 통삼겹 구이,메인요리,돼지고기 통삼겹살 오렌지 적양파 바질 화이트와인 비네거 엑스트라 버진 단호박 양파 로즈마리 버터 꿀 마늘 생크림 우유 소렐 소금 후추 올리브유
비스큐 크림 꼰길리에 파스타,양식,비스큐 생크림 보리 관자 적양파 차이브 아부르가 처빌 바지락 버터 꼰길리에 면 엑스트라버진 올리브유 소금 후추
샤프론  리소토,양식,쌀 양파 마늘 그라나 파다노 치즈 버터 방울토마토 관자 새우 초록콩 샤프론 화이트 와인 조개 스톡 소금 후추 올리브유
아보카도 무스 브루스케타,간단요리,바게트 생새우 아보카도 꿀 레몬 엑스트라버진 올리브유 소금 후추
보코치니 치즈 샐러드,간단요리,어린 채소 보코치니 치즈 방울토마토 루꼴라 페스토 이쑤시개 발사믹 드레싱 그라나 파다노 치즈
토스카나풍 통돼지 갈비,메인요리 키토,로즈마리 타임 이태리 파슬리 마늘 페페론치노 통돼지 갈비살 루꼴라 레몬 엑스트라 버진 발사믹 리덕션 소금 후추 올리브유
카치오페페 스파게티,양식,스파게티면 양파 마늘 송로오일 치킨스톡(채소스톡으로 변경 가능) 이태리 파슬리 꽃소금 소금 후추 그라나 파다노 치즈 올리브유
옥수수 생강 크림 스프,양식,옥수수 양파 마늘 생강 우유 생크림 타임 소금 후추 올리브유
구운 브리 치즈 샐러드,양식,브리치즈 어린 양배추 애호박 비트 아부르가 파프리카 (빨강) 파프리카 (노란색) 아스파라거스 프리세 소렐
애플 시나몬 스프,양식,사과 양파 우유 생크림 타임 시나몬 스틱 차이브 소금 후추 올리브유
송로 오일 육회 스파게티,양식,스파게티면 마늘 페페론치노 이태리 파슬리 치킨 스톡 양파 간마늘 차이브 육회용 소고기 송로오일 엑스트라 버진 루꼴라 꽃소금 소금 후추 올리브유
토마토빱빠,양식,토마토소스 방울토마토 바게트 채소 스톡 마늘 생강 바질 리코타 치즈 처빌 그라나파다노 치즈 소금 후추 올리브유
성게알과 아부르가 스파게티,양식,스파게티면 마늘 대파 방울토마토 이태리 파슬리 조개 스톡 페페론치노 성게알 화이트 와인 엑스트라 버진 쏘렐 아부르가 그라나 파다노 치즈 꽃소금 소금 후추 올리브유
크렘블레,간식,생크림 설탕 바닐라빈 달걀 노른자
허브 빵가루 양갈비,메인요리,양갈비 빵가루 버터 로즈마리 타임 엑스트라 버진 디종 머스터드 폰드뷰 소스 소금 후추 그라나 파다노 치즈 올리브유
오렌지 생강 소스 참치 구이,양식,오렌지주스 생강 버터 참치 토마토 키위 올리브 간마늘 바질 맛술 간장 엑스트라 버진 레시틴 소금 후추 올리브유
송로 버터와 양송이버섯 스프,양식,양송이버섯 양파 마늘 우유 생크림 버터 송로버섯 송로오일 설탕 소금 후추 올리브유
차가운 토마토 퓨레 카펠리니 파스타,양식,토마토 카펠리니 부라타 치즈 바질 엑스트라 버진 바질 오일 그라나 파다노 치즈 꽃소금 소금 후추 올리브유
멜론 가스파초와 셀러리 스틱,양식,멜론 오이 양파 발사믹 리덕션 엑스트라 버진 셀러리 크림치즈 래디쉬 블루베리 올리브 포도알 소금 후추
레드 와인 소스 웰링턴,메인요리,소고기 안심 페이스트리 마늘 프로슈토 푸아그라 무스 송로오일 표고버섯 양송이버섯 새송이버섯 양파 디종 머스터드 로즈마리 폰드뷰 소스 버터 레드 와인 소금 후추 올리브유
다진 소고기 올리브 튀김,초대요리,올리브(大) 다진 소고기 양파 간마늘 이태리 파슬리 레몬 꿀 엑스트라버진 올리브유 식용유 밀가루 달걀 빵가루 그라나파다노 치즈 소금 후추
볼로티콩 조개 스프,양식,홍합살 바지락살 볼로티콩 베이컨 타임 이태리 파슬리 로즈마리 간마늘 양파 당근 샐러리 그라나 파다노 치즈 엑스트라 버진 토마토소스 올리브유 소금 후추
광어 구이 아쿠아빠짜,양식,광어 바지락 아스파라거스 방울토마토 마늘 화이트 와인 타임 버터 엑스트라 버진 이태리 파슬리 케이퍼 적양파 레몬 처빌 소금 후추 올리브유
레몬즙 셔벗,간식,레몬 설탕 물
시칠리아풍 광어 구이,양식,감자 광어 새우 레몬 아스파라거스 토마토 타임 그라나 파다노 치즈 엑스트라 버진 소금 후추 종이호일
초콜릿 무스,간식,다크 초콜릿 우유 달걀 노른자 설탕 젤라틴 생크림 인스턴트 커피
푸아그라 무스 페이스트리,간단요리,페이스트리 블루베리 푸아그라 무스 리코타 치즈 가염버터 타임
된장소스 치즈 가지구이,양식,가지 스카모르짜 치즈 리코타 치즈 차이브 된장 설탕 간마늘 맛술 깨 꿀 올리브유
올리브 레몬 광어 구이,양식,초록 올리브 레몬 마늘 채소 스톡 버터 광어 양파 꿀 쏘렐 타임 발사믹 리덕션 소금 후추 올리브유
튀긴 가지 펜네 파스타,양식,펜네 양파 마늘 바질 베이컨 가지 강력분 토마토소스 채소 스톡 이태리 파슬리 화이트 와인 엑스트라 버진 리코타 치즈 식용유 꽃소금 소금 후추 그라나 파다노 치즈 올리브유
문어 꾸스꾸스,양식,돌문어 꾸스꾸스 양파 마늘 병아리콩 생크림 우유 채소 스톡 적양파 차이브 버터 타임 아보카도 무스 마요네즈 캐비어 엑스트라 버진 소금 후추 올리브유
후레쉬 트러플 스파게티,양식,스파게티면 양파 마늘 송로오일 치킨스톡(채소스톡으로 변경 가능) 표고버섯 양송이버섯 송로버섯 이태리 파슬리 꽃소금 소금 후추 그라나 파다노 치즈 올리브유
밀라노풍 까르보나라,양식,스파게티면 양파 마늘 베이컨 치킨스톡(채소스톡으로 변경 가능) 이태리 파슬리 달걀 꽃소금 소금 후추 그라나 파다노 치즈 올리브유
아보카도 새우 샐러드,메인요리,아보카도 새우 데리야끼 소스 루꼴라
와인 그라니떼,간식,물 레드 와인 설탕 통후추 월계수 계피 배 와인 계피 물 설탕 꿀
나폴리풍 해산물 리소토,양식,쌀 바질 양파 그라나 파다노 치즈 버터 마늘 방울토마토 오징어 관자 새우 홍합 화이트 와인 바지락 소금 후추 올리브유
구운 채소 볼레네제 샐러드,양식,애호박 가지 아스파라거스 달걀 볼로네제 초록콩 세발나물 식초 소금 후추 올리브유
흑후추 소고기 덮밥,메인요리,소고기 청피망 홍피망 양파 다진마늘 파인애플 버터 물전분 물 굴소스 설탕 간장 치킨파우더 스리라차 흑후추(갈은 후춧가루)
상하이 볶음 쌀국수,메인요리,쌀국수 알새우 양배추잎 청경채 당근 홍고추 달걀 식용유 다진 생강 물 간장 굴소스 노두유 설탕 스리라차
사천식 고추 새우 덮밥,중식,알새우 홍고추 대파 마른 월남고추 파프리카 양파 식용유 다진생강 다진마늘 물 설탕 간장 식초 스리라차 후춧가루
닭고기 캐슈너트 볶음(궁보계정),중식,닭다리살 청피망 홍피망 양파 샐러리 캐슈너트 표고버섯 죽순 마늘 생강 대파 달걀 고추기름 산초기름 청주 간장 설탕 굴소스 흑후춧가루 참기름 물전분
찹쌀 탕수육,중식,돼지고기 등심 식용유 다진 생강 튀김기름 감자 전분 찹쌀 가루 베이킹파우더 물 두반장 식초 물 설탕 케첩
목이버섯 무침,중식,불린 목이버섯 샐러리 당근 마늘 생강 간장 치킨파우더 설탕 백후춧가루 참기름 소금
바닐라 크림 완탕,간식,크림치즈(고체형) 바닐라 에센스 설탕 원형 만두피 튀김기름 슈가 파우더
유림 건두부피,중식,건두부피 팔각 사천고추 대파 마늘 생강 고수 식용유 고추기름 산초기름 간장 설탕 백후춧가루 치킨파우더 갈릭 칠리 페이스트 두반장 연두 청양초 닭 육수
레몬 마늘향 왕새우 스테이크,메인요리,왕새우(대하) 대파 청피망 홍피망 레몬 슬라이스 다진마늘 물전분 물 굴소스 식초 간장 설탕 후춧가루
깐풍 두부 튀김 덮밥,중식,밥 두부 청피망 홍피망 브로콜리 마늘 대파 사천고추 감자전분 식용유 간장 식초 물 청주 설탕 굴소스 고추기름 후춧가루 참기름
게살 크림 딤섬,간식,홍게 다리살(물기 제거) 크림치즈(고체형) 만두피 튀김기름 식용유 다진마늘 다진 파 다진 청피망 후춧가루
애플 완탕,간식,사과 사각 만두피 버터 설탕 계피 가루 레몬즙 사이다 물전분 슈가 파우더 카라멜 소스
통마늘 관자볶음,중식,키조개 관자 마늘 샐러리 마른고추 식용유 튀김기름 XO소스 물전분 물 굴소스 후춧가루
가정식 두부 볶음,중식,두부 삼겹살 죽순 새송이버섯 표고버섯 홍고추 쪽파 마늘 달걀 생강 물전분 고추기름 마늘기름 간장 청주 굴소스 설탕 치킨파우더 닭 육수 백후춧가루
단단 누들,퓨전,생면 다진 닭가슴살 오이 숙주 쪽파 고수잎 다진마늘 물전분 땅콩분태 물 간장 설탕 치킨파우더 노두유 스리라차
XO 소스 해물 볶음밥,중식,밥 알새우 게살 식용유 달걀 대파 홍피망 청피망 XO소스 치킨파우더 소금 참기름 후춧가루
해장 짬뽕,중식,오징어 알새우 바지락 양파 청경채 표고버섯 목이버섯 죽순 당근 호박 배추 고추기름 다진마늘 다진생강 고춧가루 물 소금 치킨파우더 후춧가루 참기름
상해식 왕새우 리조또,퓨전,왕새우 흰밥 다진 돼지고기 쪽파 물 굴소스 두반장 다진마늘 고추장 고룻가루 설탕 고추기름 큐민가루
가위면,중식,표고버섯 양파 청경채 죽순 마늘 생강 쪽파 대파 팔각 간장 청주 고수 아롱사태 대파 마늘 생강 물 밀가루(중력분) 미지근한 물 소금 산초기름 고추기름 치킨파우더 연두 청양초 두반장 소금 백후춧가루
중식 기본 볶음밥,중식,밥 달걀 대파 식용유 치킨파우더 소금 참기름 후춧가루
아삭 오이 덮밥,중식,밥 오이 달걀 알새우 사천고추 마늘 대파 소금 굴소스 치킨파우더 간장 설탕 고추기름 참기름 후춧가루
